_id,partition,core,in_degree,clustering,closeness,betweenness,vote_rank,authority,hubs,pagerank,ambassador,community_hub,screen_name,followers,friends,verified,description,created_at,listed,tipo,,{,"""",:,",",},,,,
288559015,3,29,8,0.055,0.334914968,0.000497799,0,0.000103813,0.000472528,0.000206599,0.022904777,0.083333333,FUN2FIT1,16473,316,FALSE,Tata2fit y Marce2fit ! Alimentación  para objetivos  gym online  autoras 📚 personal Trainers AAFA  entrenadoras ADIDAS. 📩 fun2fit1@hotmail.com,2011,48,personal,,,"{""_id"":288559015,","""partition"":3,","""screen_name"":""FUN2FIT1"",","""followers"":16473,","""verified"":""FALSE"",","""description"":""Tata2fit y Marce2fit ! Alimentación  para objetivos  gym online  autoras 📚 personal Trainers AAFA  entrenadoras ADIDAS. 📩 fun2fit1@hotmail.com"",","""tipo"":""personal""}","{""_id"":288559015,""partition"":3,""screen_name"":""FUN2FIT1"",""followers"":16473,""verified"":""FALSE"",""description"":""Tata2fit y Marce2fit ! Alimentación  para objetivos  gym online  autoras 📚 personal Trainers AAFA  entrenadoras ADIDAS. 📩 fun2fit1@hotmail.com"",""tipo"":""personal""}"
288598161,3,22,4,0.023809524,0.297233471,9.37E-05,0,0.000189041,0.000555541,0.000110828,0.011452388,0.041666667,MileTaborda22,31026,950,FALSE,Coach en Servicio al Cliente | Marketing Digital | Account Manager | Estudiante de la Kabbalah.,2011,86,personal,,,"{""_id"":288598161,","""partition"":3,","""screen_name"":""MileTaborda22"",","""followers"":31026,","""verified"":""FALSE"",","""description"":""Coach en Servicio al Cliente | Marketing Digital | Account Manager | Estudiante de la Kabbalah."",","""tipo"":""personal""}","{""_id"":288598161,""partition"":3,""screen_name"":""MileTaborda22"",""followers"":31026,""verified"":""FALSE"",""description"":""Coach en Servicio al Cliente | Marketing Digital | Account Manager | Estudiante de la Kabbalah."",""tipo"":""personal""}"
288925780,2,31,22,0.060425532,0.358498593,0.000512897,0,0.001802571,0.012073307,0.000538363,0.039548023,0.103749192,ADR_Colombia,49980,783,TRUE,Cuenta oficial de la Agencia de Desarrollo Rural de Colombia  entidad adscrita al @Minagricultura | #CampoParaElEmprendimiento 👩‍🌾👨‍🌾 🌿,2011,262,government entity,,,"{""_id"":288925780,","""partition"":2,","""screen_name"":""ADR_Colombia"",","""followers"":49980,","""verified"":""TRUE"",","""description"":""Cuenta oficial de la Agencia de Desarrollo Rural de Colombia  entidad adscrita al @Minagricultura | #CampoParaElEmprendimiento 👩‍🌾👨‍🌾 🌿"",","""tipo"":""government entity""}","{""_id"":288925780,""partition"":2,""screen_name"":""ADR_Colombia"",""followers"":49980,""verified"":""TRUE"",""description"":""Cuenta oficial de la Agencia de Desarrollo Rural de Colombia  entidad adscrita al @Minagricultura | #CampoParaElEmprendimiento 👩‍🌾👨‍🌾 🌿"",""tipo"":""government entity""}"
289506642,2,31,27,0.037446809,0.380943858,0.00074823,0,0.000981035,0.000618949,0.00075731,0.062146893,0.110665805,JBotanicoBogota,46629,185,TRUE,Sembramos #LaNuevaBogotá  mediante la conservación  cultura ambiental y paisaje urbano para el disfrute y la calidad de vida de los ciudadanos.,2011,301,government entity,,,"{""_id"":289506642,","""partition"":2,","""screen_name"":""JBotanicoBogota"",","""followers"":46629,","""verified"":""TRUE"",","""description"":""Sembramos #LaNuevaBogotá  mediante la conservación  cultura ambiental y paisaje urbano para el disfrute y la calidad de vida de los ciudadanos."",","""tipo"":""government entity""}","{""_id"":289506642,""partition"":2,""screen_name"":""JBotanicoBogota"",""followers"":46629,""verified"":""TRUE"",""description"":""Sembramos #LaNuevaBogotá  mediante la conservación  cultura ambiental y paisaje urbano para el disfrute y la calidad de vida de los ciudadanos."",""tipo"":""government entity""}"
290032175,5,29,28,0.033674339,0.384212683,0.001448038,0,0.00020865,0.00023904,0.000716305,0.111082991,0.188618926,10yorelirincon,84206,395,TRUE,Futbolista Profesional  Actual: Junior De Barranquilla Volante 10 / campeona Continental campeona Liga 2018 / Seleccion Colombia / Instagram: yorelirincon,2011,212,sports,,,"{""_id"":290032175,","""partition"":5,","""screen_name"":""10yorelirincon"",","""followers"":84206,","""verified"":""TRUE"",","""description"":""Futbolista Profesional  Actual: Junior De Barranquilla Volante 10 / campeona Continental campeona Liga 2018 / Seleccion Colombia / Instagram: yorelirincon"",","""tipo"":""sports""}","{""_id"":290032175,""partition"":5,""screen_name"":""10yorelirincon"",""followers"":84206,""verified"":""TRUE"",""description"":""Futbolista Profesional  Actual: Junior De Barranquilla Volante 10 / campeona Continental campeona Liga 2018 / Seleccion Colombia / Instagram: yorelirincon"",""tipo"":""sports""}"
290218750,3,23,6,0.028333333,0.294725172,0.000204091,0,0.00023355,0.007021791,0.000160932,0.011452388,0.083333333,jeringa42,90752,4362,FALSE,,2011,134,personal,,,"{""_id"":290218750,","""partition"":3,","""screen_name"":""jeringa42"",","""followers"":90752,","""verified"":""FALSE"",","""description"":"""",","""tipo"":""personal""}","{""_id"":290218750,""partition"":3,""screen_name"":""jeringa42"",""followers"":90752,""verified"":""FALSE"",""description"":"""",""tipo"":""personal""}"
292072914,3,20,9,0.097087379,0.326828868,0.000191761,0,0.0001147,7.55E-05,0.000207624,0.005726194,0.166666667,MaSilenaOvalle,48545,463,FALSE,Contacto Manager +57 300 4846378 || Snapchat/Instagram: @masilenaovalle / Facebook: Ma Silena Ovalle,2011,62,personal,,,"{""_id"":292072914,","""partition"":3,","""screen_name"":""MaSilenaOvalle"",","""followers"":48545,","""verified"":""FALSE"",","""description"":""Contacto Manager +57 300 4846378 || Snapchat/Instagram: @masilenaovalle / Facebook: Ma Silena Ovalle"",","""tipo"":""personal""}","{""_id"":292072914,""partition"":3,""screen_name"":""MaSilenaOvalle"",""followers"":48545,""verified"":""FALSE"",""description"":""Contacto Manager +57 300 4846378 || Snapchat/Instagram: @masilenaovalle / Facebook: Ma Silena Ovalle"",""tipo"":""personal""}"
292412239,3,22,5,0.032608696,0.309124915,0.000153911,0,0.000152363,0.000343063,0.000154174,0.005726194,0.083333333,sandracaracol,155765,213,FALSE,Una paisa que quiere mostrarle al mundo lo valiosos que somos los colombianos!,2011,582,personal,,,"{""_id"":292412239,","""partition"":3,","""screen_name"":""sandracaracol"",","""followers"":155765,","""verified"":""FALSE"",","""description"":""Una paisa que quiere mostrarle al mundo lo valiosos que somos los colombianos!"",","""tipo"":""personal""}","{""_id"":292412239,""partition"":3,""screen_name"":""sandracaracol"",""followers"":155765,""verified"":""FALSE"",""description"":""Una paisa que quiere mostrarle al mundo lo valiosos que somos los colombianos!"",""tipo"":""personal""}"
293538331,5,17,7,0.04248366,0.322721612,9.15E-05,0,0.000245606,0.000386335,0.00018687,0.022216598,0.058036593,ToyotaCol,46381,237,FALSE,Toyota sigue moviendo a los colombianos. Camionetas  concesionarios  talleres  calidad  elegancia  seguridad.,2011,104,company,,,"{""_id"":293538331,","""partition"":5,","""screen_name"":""ToyotaCol"",","""followers"":46381,","""verified"":""FALSE"",","""description"":""Toyota sigue moviendo a los colombianos. Camionetas  concesionarios  talleres  calidad  elegancia  seguridad."",","""tipo"":""company""}","{""_id"":293538331,""partition"":5,""screen_name"":""ToyotaCol"",""followers"":46381,""verified"":""FALSE"",""description"":""Toyota sigue moviendo a los colombianos. Camionetas  concesionarios  talleres  calidad  elegancia  seguridad."",""tipo"":""company""}"
293591458,1,31,13,0.058614565,0.345381061,0.000907839,0,0.000161263,0.000423577,0.000330274,0.01822625,0.110413613,iShosholoza,18435,1711,FALSE,Colombiano. PhD. Ñoño. El mundo por centavos. Una incitación al pecado. Viajero en los ratos libres. Siga pero traiga café. 67 minutos #46664,2011,204,personal,,,"{""_id"":293591458,","""partition"":1,","""screen_name"":""iShosholoza"",","""followers"":18435,","""verified"":""FALSE"",","""description"":""Colombiano. PhD. Ñoño. El mundo por centavos. Una incitación al pecado. Viajero en los ratos libres. Siga pero traiga café. 67 minutos #46664"",","""tipo"":""personal""}","{""_id"":293591458,""partition"":1,""screen_name"":""iShosholoza"",""followers"":18435,""verified"":""FALSE"",""description"":""Colombiano. PhD. Ñoño. El mundo por centavos. Una incitación al pecado. Viajero en los ratos libres. Siga pero traiga café. 67 minutos #46664"",""tipo"":""personal""}"
293612779,1,31,32,0.045681894,0.383621846,0.001527772,0,0.000898043,0.001101313,0.00057697,0.086574686,0.15948633,LuisGMurillo,23972,2048,FALSE,Research Fellow  CLALS @ American University   Exgobernador del Chocó  Exministro de Ambiente y Desarrollo Sostenible,2011,161,politics,,,"{""_id"":293612779,","""partition"":1,","""screen_name"":""LuisGMurillo"",","""followers"":23972,","""verified"":""FALSE"",","""description"":""Research Fellow  CLALS @ American University   Exgobernador del Chocó  Exministro de Ambiente y Desarrollo Sostenible"",","""tipo"":""politics""}","{""_id"":293612779,""partition"":1,""screen_name"":""LuisGMurillo"",""followers"":23972,""verified"":""FALSE"",""description"":""Research Fellow  CLALS @ American University   Exgobernador del Chocó  Exministro de Ambiente y Desarrollo Sostenible"",""tipo"":""politics""}"
295794437,2,31,29,0.022201665,0.379206655,0.000531111,0,0.000850023,0.000518231,0.000622653,0.084745763,0.096832579,AlertaBogota,41084,345,FALSE,El noticiero popular más importante de la radio colombiana. 610 AM La Cariñosa Bogotá.,2011,379,radio,,,"{""_id"":295794437,","""partition"":2,","""screen_name"":""AlertaBogota"",","""followers"":41084,","""verified"":""FALSE"",","""description"":""El noticiero popular más importante de la radio colombiana. 610 AM La Cariñosa Bogotá."",","""tipo"":""radio""}","{""_id"":295794437,""partition"":2,""screen_name"":""AlertaBogota"",""followers"":41084,""verified"":""FALSE"",""description"":""El noticiero popular más importante de la radio colombiana. 610 AM La Cariñosa Bogotá."",""tipo"":""radio""}"
295876773,2,30,15,0.045382166,0.352421119,0.000376905,0,0.000445131,0.007409591,0.000379425,0.04519774,0.04841629,elsanoguerabaq,115860,1533,TRUE,Con la certeza de que #LaClaveEsLaGente quiero ser la gobernadora de los atlanticenses. Barranquillera  exministra de vivienda y primera alcaldesa de mi ciudad.,2011,268,politics,,,"{""_id"":295876773,","""partition"":2,","""screen_name"":""elsanoguerabaq"",","""followers"":115860,","""verified"":""TRUE"",","""description"":""Con la certeza de que #LaClaveEsLaGente quiero ser la gobernadora de los atlanticenses. Barranquillera  exministra de vivienda y primera alcaldesa de mi ciudad."",","""tipo"":""politics""}","{""_id"":295876773,""partition"":2,""screen_name"":""elsanoguerabaq"",""followers"":115860,""verified"":""TRUE"",""description"":""Con la certeza de que #LaClaveEsLaGente quiero ser la gobernadora de los atlanticenses. Barranquillera  exministra de vivienda y primera alcaldesa de mi ciudad."",""tipo"":""politics""}"
296304120,2,31,30,0.026647966,0.376022103,0.002168925,0.006024096,0.006223027,0.068997208,0.000848758,0.079096045,0.110665805,ICBFColombia,297428,1807,TRUE,El ICBF promueve el desarrollo y protección integral de niñas  niños y adolescentes  fortaleciendo capacidades de las familias como entornos protectores,2011,643,government entity,,,"{""_id"":296304120,","""partition"":2,","""screen_name"":""ICBFColombia"",","""followers"":297428,","""verified"":""TRUE"",","""description"":""El ICBF promueve el desarrollo y protección integral de niñas  niños y adolescentes  fortaleciendo capacidades de las familias como entornos protectores"",","""tipo"":""government entity""}","{""_id"":296304120,""partition"":2,""screen_name"":""ICBFColombia"",""followers"":297428,""verified"":""TRUE"",""description"":""El ICBF promueve el desarrollo y protección integral de niñas  niños y adolescentes  fortaleciendo capacidades de las familias como entornos protectores"",""tipo"":""government entity""}"
296607146,1,31,24,0.045430393,0.355868483,0.001787839,0.003134796,0.000384453,0.000529736,0.000419462,0.054678749,0.147218151,Caromunozb,50850,514,FALSE,Casi nada me gusta.    https://t.co/hP2r4SJmKJ,2011,296,personal,,,"{""_id"":296607146,","""partition"":1,","""screen_name"":""Caromunozb"",","""followers"":50850,","""verified"":""FALSE"",","""description"":""Casi nada me gusta.    https://t.co/hP2r4SJmKJ"",","""tipo"":""personal""}","{""_id"":296607146,""partition"":1,""screen_name"":""Caromunozb"",""followers"":50850,""verified"":""FALSE"",""description"":""Casi nada me gusta.    https://t.co/hP2r4SJmKJ"",""tipo"":""personal""}"
296931216,2,31,5,0.033208489,0.312052653,0.000388377,0.008064516,7.19E-05,0.002077722,0.000130381,0.011299435,0.020749838,EsriCol,22393,5591,FALSE,Apoyamos el uso de los Sistemas de Información Geográfica #SIG. Mapas inteligentes  mejores decisiones. Síganos y entérese de eventos  cursos y más.,2011,134,company,,,"{""_id"":296931216,","""partition"":2,","""screen_name"":""EsriCol"",","""followers"":22393,","""verified"":""FALSE"",","""description"":""Apoyamos el uso de los Sistemas de Información Geográfica #SIG. Mapas inteligentes  mejores decisiones. Síganos y entérese de eventos  cursos y más."",","""tipo"":""company""}","{""_id"":296931216,""partition"":2,""screen_name"":""EsriCol"",""followers"":22393,""verified"":""FALSE"",""description"":""Apoyamos el uso de los Sistemas de Información Geográfica #SIG. Mapas inteligentes  mejores decisiones. Síganos y entérese de eventos  cursos y más."",""tipo"":""company""}"
297706813,1,25,7,0.058724832,0.336658308,0.000119837,0,9.90E-05,0.000354075,0.000200943,0.004556562,0.073609075,notipaco,32116,2886,FALSE,Somos el partido de la vida y la esperanza! Somos el Partido Comunista Colombiano #SiempreComunistas,2011,232,politics,,,"{""_id"":297706813,","""partition"":1,","""screen_name"":""notipaco"",","""followers"":32116,","""verified"":""FALSE"",","""description"":""Somos el partido de la vida y la esperanza! Somos el Partido Comunista Colombiano #SiempreComunistas"",","""tipo"":""politics""}","{""_id"":297706813,""partition"":1,""screen_name"":""notipaco"",""followers"":32116,""verified"":""FALSE"",""description"":""Somos el partido de la vida y la esperanza! Somos el Partido Comunista Colombiano #SiempreComunistas"",""tipo"":""politics""}"
298105640,5,29,15,0.019607843,0.346683868,0.000495016,0,0.000413151,0.000460173,0.00030448,0.103677459,0.014509148,6AMCaracol,227299,682,FALSE,El espacio más escuchado de la radio en Colombia. De lunes a viernes desde las 4 de la mañana 6AM Hoy por Hoy las news como son. Dirige Darío Arizmendi,2011,1283,radio,,,"{""_id"":298105640,","""partition"":5,","""screen_name"":""6AMCaracol"",","""followers"":227299,","""verified"":""FALSE"",","""description"":""El espacio más escuchado de la radio en Colombia. De lunes a viernes desde las 4 de la mañana 6AM Hoy por Hoy las news como son. Dirige Darío Arizmendi"",","""tipo"":""radio""}","{""_id"":298105640,""partition"":5,""screen_name"":""6AMCaracol"",""followers"":227299,""verified"":""FALSE"",""description"":""El espacio más escuchado de la radio en Colombia. De lunes a viernes desde las 4 de la mañana 6AM Hoy por Hoy las news como son. Dirige Darío Arizmendi"",""tipo"":""radio""}"
299382513,5,20,4,0.057768924,0.310830659,0.000213806,0,1.93E-05,0.000245409,0.000229093,0.007405533,0.043527444,NotiMilloscom,71309,97,FALSE,NotiMillos es el sitio web más importante de Millonarios FC. Con toda la información de Millos. https://t.co/sN112fVCzk,2011,128,sports,,,"{""_id"":299382513,","""partition"":5,","""screen_name"":""NotiMilloscom"",","""followers"":71309,","""verified"":""FALSE"",","""description"":""NotiMillos es el sitio web más importante de Millonarios FC. Con toda la información de Millos. https://t.co/sN112fVCzk"",","""tipo"":""sports""}","{""_id"":299382513,""partition"":5,""screen_name"":""NotiMilloscom"",""followers"":71309,""verified"":""FALSE"",""description"":""NotiMillos es el sitio web más importante de Millonarios FC. Con toda la información de Millos. https://t.co/sN112fVCzk"",""tipo"":""sports""}"
299872995,3,28,3,0.029411765,0.272808412,0.000148637,0,1.20E-05,0.00747082,0.000117826,0,0.0625,EntreaLA,29059,591,FALSE,LA entertainment es la agencia de Lucy Agudelo  Comunicadora Social Periodista de UPB  para la promoción y prensa de artistas y eventos.,2011,27,entertainment,,,"{""_id"":299872995,","""partition"":3,","""screen_name"":""EntreaLA"",","""followers"":29059,","""verified"":""FALSE"",","""description"":""LA entertainment es la agencia de Lucy Agudelo  Comunicadora Social Periodista de UPB  para la promoción y prensa de artistas y eventos."",","""tipo"":""entertainment""}","{""_id"":299872995,""partition"":3,""screen_name"":""EntreaLA"",""followers"":29059,""verified"":""FALSE"",""description"":""LA entertainment es la agencia de Lucy Agudelo  Comunicadora Social Periodista de UPB  para la promoción y prensa de artistas y eventos."",""tipo"":""entertainment""}"
300122826,0,20,12,0.050884956,0.331230395,0.000260201,0,0.00019186,4.52E-05,0.000255717,0.017953527,0.088177283,taxismaya,16961,16586,FALSE,Con mas de mil favoritos que dicen quién quien soy» Amo lo que hago y me aparto de lo que no me convence. ser útil es mejor que ser importante.,2011,50,personal,,,"{""_id"":300122826,","""partition"":0,","""screen_name"":""taxismaya"",","""followers"":16961,","""verified"":""FALSE"",","""description"":""Con mas de mil favoritos que dicen quién quien soy» Amo lo que hago y me aparto de lo que no me convence. ser útil es mejor que ser importante."",","""tipo"":""personal""}","{""_id"":300122826,""partition"":0,""screen_name"":""taxismaya"",""followers"":16961,""verified"":""FALSE"",""description"":""Con mas de mil favoritos que dicen quién quien soy» Amo lo que hago y me aparto de lo que no me convence. ser útil es mejor que ser importante."",""tipo"":""personal""}"
300518361,1,31,35,0.050392275,0.380031914,0.001637555,0,0.000274788,0.000599855,0.000618175,0.054678749,0.282168122,PlataformaALTO,76907,19730,FALSE,La Plataforma Colombiana por los Animales ¡ALTO!  integra a sectores nacionales  posicionando la protección y defensa animal y ambiental en la agenda pública.,2011,400,ngo,,,"{""_id"":300518361,","""partition"":1,","""screen_name"":""PlataformaALTO"",","""followers"":76907,","""verified"":""FALSE"",","""description"":""La Plataforma Colombiana por los Animales ¡ALTO!  integra a sectores nacionales  posicionando la protección y defensa animal y ambiental en la agenda pública."",","""tipo"":""ngo""}","{""_id"":300518361,""partition"":1,""screen_name"":""PlataformaALTO"",""followers"":76907,""verified"":""FALSE"",""description"":""La Plataforma Colombiana por los Animales ¡ALTO!  integra a sectores nacionales  posicionando la protección y defensa animal y ambiental en la agenda pública."",""tipo"":""ngo""}"
300518510,1,30,7,0.02853067,0.323618726,0.000258854,0.002178649,4.48E-05,0.000291246,0.000180906,0.009113125,0.061340896,desdeabajo_info,20727,10274,FALSE,journalism Independiente: Periódicos desde abajo / Le Monde Diplomatique Colombia · desdeabajoTV · Ediciones desde abajo,2011,180,journalism,,,"{""_id"":300518510,","""partition"":1,","""screen_name"":""desdeabajo_info"",","""followers"":20727,","""verified"":""FALSE"",","""description"":""journalism Independiente: Periódicos desde abajo / Le Monde Diplomatique Colombia · desdeabajoTV · Ediciones desde abajo"",","""tipo"":""journalism""}","{""_id"":300518510,""partition"":1,""screen_name"":""desdeabajo_info"",""followers"":20727,""verified"":""FALSE"",""description"":""journalism Independiente: Periódicos desde abajo / Le Monde Diplomatique Colombia · desdeabajoTV · Ediciones desde abajo"",""tipo"":""journalism""}"
300815030,4,28,17,0.03769559,0.347097325,0.000850288,0,0.000533509,0.007118576,0.000453816,0.025519542,0.07918552,Caracol_Cali,223007,37568,FALSE,informative local líder en información y en opinión en Cali Colombia en los 104.0 FM y en los 820 del AM,2011,406,news,,,"{""_id"":300815030,","""partition"":4,","""screen_name"":""Caracol_Cali"",","""followers"":223007,","""verified"":""FALSE"",","""description"":""informative local líder en información y en opinión en Cali Colombia en los 104.0 FM y en los 820 del AM"",","""tipo"":""news""}","{""_id"":300815030,""partition"":4,""screen_name"":""Caracol_Cali"",""followers"":223007,""verified"":""FALSE"",""description"":""informative local líder en información y en opinión en Cali Colombia en los 104.0 FM y en los 820 del AM"",""tipo"":""news""}"
300962869,4,30,25,0.033367037,0.364180739,0.001004314,0.001814882,0.001776525,0.009561389,0.000588677,0.05741897,0.061588738,TelepacificoTV,175210,992,FALSE,Somos el Canal Regional de Televisión Pública del Pacífico Colombiano  comprometido con el desarrollo social y cultural de la región.,2011,330,entertainment,,,"{""_id"":300962869,","""partition"":4,","""screen_name"":""TelepacificoTV"",","""followers"":175210,","""verified"":""FALSE"",","""description"":""Somos el Canal Regional de Televisión Pública del Pacífico Colombiano  comprometido con el desarrollo social y cultural de la región."",","""tipo"":""entertainment""}","{""_id"":300962869,""partition"":4,""screen_name"":""TelepacificoTV"",""followers"":175210,""verified"":""FALSE"",""description"":""Somos el Canal Regional de Televisión Pública del Pacífico Colombiano  comprometido con el desarrollo social y cultural de la región."",""tipo"":""entertainment""}"
301529052,3,29,15,0.051036683,0.364256705,0.000586522,0,0.000200588,0.000633231,0.000491839,0.022904777,0.229166667,Andreaguzpa,65327,438,TRUE,Actriz  madre de dos princesas👸👸  #CrespaAMuchoHonor. @crespaamh En Instagram soy @Andreitaguz https://t.co/Oiedi7KKau,2011,88,entertainment,,,"{""_id"":301529052,","""partition"":3,","""screen_name"":""Andreaguzpa"",","""followers"":65327,","""verified"":""TRUE"",","""description"":""Actriz  madre de dos princesas👸👸  #CrespaAMuchoHonor. @crespaamh En Instagram soy @Andreitaguz https://t.co/Oiedi7KKau"",","""tipo"":""entertainment""}","{""_id"":301529052,""partition"":3,""screen_name"":""Andreaguzpa"",""followers"":65327,""verified"":""TRUE"",""description"":""Actriz  madre de dos princesas👸👸  #CrespaAMuchoHonor. @crespaamh En Instagram soy @Andreitaguz https://t.co/Oiedi7KKau"",""tipo"":""entertainment""}"
301646204,3,25,12,0.035904255,0.333253176,0.000746978,0.001420455,0.000232311,0.000176216,0.000486733,0.04008336,0.104166667,castanopilar,155160,521,FALSE,Periodista  columnista  asesora y escritora de varios libros sobre moda  estilo y proyección de imagen. Presentadora y conferencista.,2011,240,journalism,,,"{""_id"":301646204,","""partition"":3,","""screen_name"":""castanopilar"",","""followers"":155160,","""verified"":""FALSE"",","""description"":""Periodista  columnista  asesora y escritora de varios libros sobre moda  estilo y proyección de imagen. Presentadora y conferencista."",","""tipo"":""journalism""}","{""_id"":301646204,""partition"":3,""screen_name"":""castanopilar"",""followers"":155160,""verified"":""FALSE"",""description"":""Periodista  columnista  asesora y escritora de varios libros sobre moda  estilo y proyección de imagen. Presentadora y conferencista."",""tipo"":""journalism""}"
302141241,5,30,46,0.042290176,0.379866575,0.002482512,0.005714286,0.004260445,0.000535905,0.000950218,0.111082991,0.449783592,pilarvelasquezv,44148,2195,FALSE,Periodista de @caracolradio🎙 Cubro los equipos paisas y el fútbol femenino Del Suroeste Ant. pal 🌍  Dios y Flia 🙏  Aquí MIS personales  NO las de mi empleador,2011,101,journalism,,,"{""_id"":302141241,","""partition"":5,","""screen_name"":""pilarvelasquezv"",","""followers"":44148,","""verified"":""FALSE"",","""description"":""Periodista de @caracolradio🎙 Cubro los equipos paisas y el fútbol femenino Del Suroeste Ant. pal 🌍  Dios y Flia 🙏  Aquí MIS personales  NO las de mi empleador"",","""tipo"":""journalism""}","{""_id"":302141241,""partition"":5,""screen_name"":""pilarvelasquezv"",""followers"":44148,""verified"":""FALSE"",""description"":""Periodista de @caracolradio🎙 Cubro los equipos paisas y el fútbol femenino Del Suroeste Ant. pal 🌍  Dios y Flia 🙏  Aquí MIS personales  NO las de mi empleador"",""tipo"":""journalism""}"
302794483,2,31,35,0.046081277,0.378795368,0.000473201,0,0.001911521,0.00177222,0.000670686,0.096045198,0.12449903,mclacouture,25083,648,TRUE,Directora Ejecutiva @AmChamCol | Exministra de Comercio  Industria y Turismo de Colombia | Instagram: mlacouturep,2011,151,politics,,,"{""_id"":302794483,","""partition"":2,","""screen_name"":""mclacouture"",","""followers"":25083,","""verified"":""TRUE"",","""description"":""Directora Ejecutiva @AmChamCol | Exministra de Comercio  Industria y Turismo de Colombia | Instagram: mlacouturep"",","""tipo"":""politics""}","{""_id"":302794483,""partition"":2,""screen_name"":""mclacouture"",""followers"":25083,""verified"":""TRUE"",""description"":""Directora Ejecutiva @AmChamCol | Exministra de Comercio  Industria y Turismo de Colombia | Instagram: mlacouturep"",""tipo"":""politics""}"
302808780,0,13,1,0.019230769,0.276304849,6.48E-05,0,2.01E-06,0.000175611,0.000150299,0.004488382,0,juandedios_p2,31913,2415,FALSE,JD❌PANTOJA 🇲🇽 Hola familia 💎 son los mejores para mi #PantojitaParaSiempre No q para descansar  duerme para soñar. Porque los sueños están para cumplir,2011,10,personal,,,"{""_id"":302808780,","""partition"":0,","""screen_name"":""juandedios_p2"",","""followers"":31913,","""verified"":""FALSE"",","""description"":""JD❌PANTOJA 🇲🇽 Hola familia 💎 son los mejores para mi #PantojitaParaSiempre No q para descansar  duerme para soñar. Porque los sueños están para cumplir"",","""tipo"":""personal""}","{""_id"":302808780,""partition"":0,""screen_name"":""juandedios_p2"",""followers"":31913,""verified"":""FALSE"",""description"":""JD❌PANTOJA 🇲🇽 Hola familia 💎 son los mejores para mi #PantojitaParaSiempre No q para descansar  duerme para soñar. Porque los sueños están para cumplir"",""tipo"":""personal""}"
303482958,7,31,16,0.04277865,0.351853041,0.000303656,0,0.002793445,0.000630442,0.00045164,0.033373311,0.00678733,VictorJCorreaV,23017,8524,FALSE,Candidato a la Alcaldía de Medellin  Ex-Representante a la Cámara por Antioquia del Polo Democrático Alternativo  Médico #UdeA.,2011,105,politics,,,"{""_id"":303482958,","""partition"":7,","""screen_name"":""VictorJCorreaV"",","""followers"":23017,","""verified"":""FALSE"",","""description"":""Candidato a la Alcaldía de Medellin  Ex-Representante a la Cámara por Antioquia del Polo Democrático Alternativo  Médico #UdeA."",","""tipo"":""politics""}","{""_id"":303482958,""partition"":7,""screen_name"":""VictorJCorreaV"",""followers"":23017,""verified"":""FALSE"",""description"":""Candidato a la Alcaldía de Medellin  Ex-Representante a la Cámara por Antioquia del Polo Democrático Alternativo  Médico #UdeA."",""tipo"":""politics""}"
304435576,2,29,13,0.045454545,0.346959397,0.000376142,0,0.000786658,0.000410094,0.000212759,0.04519774,0.034583064,QhuboBogota,15711,1100,FALSE,Somos el periódico más popular de Bogotá y el más leído en Colombia. Un diario lleno de historias.,2011,94,news,,,"{""_id"":304435576,","""partition"":2,","""screen_name"":""QhuboBogota"",","""followers"":15711,","""verified"":""FALSE"",","""description"":""Somos el periódico más popular de Bogotá y el más leído en Colombia. Un diario lleno de historias."",","""tipo"":""news""}","{""_id"":304435576,""partition"":2,""screen_name"":""QhuboBogota"",""followers"":15711,""verified"":""FALSE"",""description"":""Somos el periódico más popular de Bogotá y el más leído en Colombia. Un diario lleno de historias."",""tipo"":""news""}"
305047236,5,29,8,0.054285714,0.313903765,0.000237017,0,0.000204089,0.000482209,0.000156801,0.014811066,0.087054889,CARLOSZAPATA10,17756,768,TRUE,Presentador y comentarista deportivo de WIN SPORTS .Felizmente casado  papá de Ana Sofía. Vivo  trabajo y juego con pasión,2011,51,personal,,,"{""_id"":305047236,","""partition"":5,","""screen_name"":""CARLOSZAPATA10"",","""followers"":17756,","""verified"":""TRUE"",","""description"":""Presentador y comentarista deportivo de WIN SPORTS .Felizmente casado  papá de Ana Sofía. Vivo  trabajo y juego con pasión"",","""tipo"":""personal""}","{""_id"":305047236,""partition"":5,""screen_name"":""CARLOSZAPATA10"",""followers"":17756,""verified"":""TRUE"",""description"":""Presentador y comentarista deportivo de WIN SPORTS .Felizmente casado  papá de Ana Sofía. Vivo  trabajo y juego con pasión"",""tipo"":""personal""}"
